Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
13;infrastructure;;00:15:6D:1A:85:6E;;4;No;WPA,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Mon Oct  2 19:07:40 2017;Mon Oct  2 19:07:44 2017;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;Movistar_15163834;98:97:D1:25:B4:08;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Mon Oct  2 19:07:41 2017;Mon Oct  2 19:07:43 2017;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;JOSE MENDEZ;70:54:D2:33:18:E4;;9;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;7;0;0;0;0;0;;;Mon Oct  2 19:07:38 2017;Mon Oct  2 19:07:46 2017;-54;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;814912535132;98:97:D1:53:69:C8;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;1;0;0;0;0;0;;;Mon Oct  2 19:07:41 2017;Mon Oct  2 19:07:42 2017;-55;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;CRISTIAN;CC:7B:35:A2:A1:E8;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Mon Oct  2 19:07:36 2017;Mon Oct  2 19:07:45 2017;-55;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;123456789j;78:71:9C:08:50:30;;8;No;WPA2,AES-CCM;No;54.0;0;5;0;0;0;0;0;;;Mon Oct  2 19:07:38 2017;Mon Oct  2 19:07:44 2017;-55;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;LEIDY;94:87:7C:64:36:20;;9;No;WPA2,AES-CCM,TKIP;No;54.0;0;7;0;0;0;0;0;;;Mon Oct  2 19:07:36 2017;Mon Oct  2 19:07:46 2017;-52;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;DIRECT-HW-BRAVIA;AE:D1:B8:14:D7:07;;9;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Mon Oct  2 19:07:36 2017;Mon Oct  2 19:07:39 2017;-52;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;Tech_D0016651;D0:B2:C4:22:5B:BC;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;6;0;0;0;0;0;;;Mon Oct  2 19:07:36 2017;Mon Oct  2 19:07:43 2017;-46;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;ZAMORAM;E4:77:23:71:DE:14;;3;No;WPA2,AES-CCM,TKIP;No;54.0;0;10;0;2;0;0;2;;;Mon Oct  2 19:07:36 2017;Mon Oct  2 19:07:45 2017;-40;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;Wi-Fi;06:A1:51:E0:CE:27;;8;No;WPA2,AES-CCM;No;54.0;0;10;0;0;0;0;0;;;Mon Oct  2 19:07:37 2017;Mon Oct  2 19:07:46 2017;-35;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
24;infrastructure;HouseofPain;04:A1:51:E0:CE:26;;8;No;WPA2,AES-CCM;No;54.0;0;9;0;1;0;0;1;;;Mon Oct  2 19:07:37 2017;Mon Oct  2 19:07:46 2017;-22;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
25;infrastructure;studio 12;00:1D:D3:AA:89:F0;;6;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Mon Oct  2 19:07:42 2017;Mon Oct  2 19:07:42 2017;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;;14:AB:F0:38:01:60;;13;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Oct  2 19:07:44 2017;Mon Oct  2 19:07:44 2017;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
