Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
11;infrastructure;IBRAVO;88:F7:C7:DD:58:25;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Mon Oct  2 12:20:08 2017;Mon Oct  2 12:20:13 2017;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;JUAN JOSE;98:6B:3D:B4:43:10;;8;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Mon Oct  2 12:20:09 2017;Mon Oct  2 12:20:16 2017;-59;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;;00:15:6D:1A:85:6E;;4;No;WPA,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Mon Oct  2 12:20:11 2017;Mon Oct  2 12:20:11 2017;-60;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;CARMEN;94:87:7C:49:3A:F0;;10;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Mon Oct  2 12:20:07 2017;Mon Oct  2 12:20:12 2017;-59;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;ARRIS-D332;14:CF:E2:4A:D3:30;;1;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Mon Oct  2 12:20:07 2017;Mon Oct  2 12:20:14 2017;-60;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;CRISTIAN;CC:7B:35:A2:A1:E8;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Mon Oct  2 12:20:07 2017;Mon Oct  2 12:20:14 2017;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;ARRIS-A012;BC:CA:B5:DC:A0:10;;3;No;WPA2,AES-CCM;No;54.0;0;4;0;0;0;0;0;;;Mon Oct  2 12:20:10 2017;Mon Oct  2 12:20:16 2017;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;JOSE MENDEZ;70:54:D2:33:18:E4;;9;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Mon Oct  2 12:20:11 2017;Mon Oct  2 12:20:14 2017;-59;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;123456789j;78:71:9C:08:50:30;;8;No;WPA2,AES-CCM;No;54.0;0;3;0;21;0;0;21;;;Mon Oct  2 12:20:09 2017;Mon Oct  2 12:20:14 2017;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;Movistar_15163834;98:97:D1:25:B4:08;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Mon Oct  2 12:20:13 2017;Mon Oct  2 12:20:15 2017;-59;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;LEIDY;94:87:7C:64:36:20;;9;No;WPA2,AES-CCM,TKIP;No;54.0;0;4;0;0;0;0;0;;;Mon Oct  2 12:20:07 2017;Mon Oct  2 12:20:14 2017;-56;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;ZAMORAM;E4:77:23:71:DE:14;;3;No;WPA2,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Mon Oct  2 12:20:10 2017;Mon Oct  2 12:20:12 2017;-48;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;Tech_D0016651;D0:B2:C4:22:5B:BC;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;10;0;0;0;0;0;;;Mon Oct  2 12:20:07 2017;Mon Oct  2 12:20:16 2017;-49;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
24;infrastructure;HouseofPain;04:A1:51:E0:CE:26;;8;No;WPA2,AES-CCM;No;54.0;0;4;0;1;0;0;1;;;Mon Oct  2 12:20:11 2017;Mon Oct  2 12:20:14 2017;-24;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
25;infrastructure;Wi-Fi;06:A1:51:E0:CE:27;;8;No;WPA2,AES-CCM;No;54.0;0;8;0;0;0;0;0;;;Mon Oct  2 12:20:08 2017;Mon Oct  2 12:20:16 2017;-24;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;;14:60:80:CD:D7:98;;11;No;None;No;-1.0;0;0;0;0;0;0;0;;;Mon Oct  2 12:20:13 2017;Mon Oct  2 12:20:14 2017;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
27;infrastructure;BLUE;94:87:7C:69:CA:70;;11;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Mon Oct  2 12:20:13 2017;Mon Oct  2 12:20:13 2017;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
28;infrastructure;Juangonzalez;5C:57:1A:D8:9D:90;;11;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Mon Oct  2 12:20:13 2017;Mon Oct  2 12:20:15 2017;-63;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
29;infrastructure;FLIA CRUZ;14:60:80:CD:7A:B6;;3;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Mon Oct  2 12:20:16 2017;Mon Oct  2 12:20:16 2017;-63;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
